year,title,place,duration,playtime,playage,gender_ratio,age_ratio
2019,뮤지컬 〈팬텀〉,충무아트센터 대극장,2018.11.30 ~2019.02.17,185분(인터미션 20분 포함),8세이상 관람가능,"[27.6, 72.4]","[3.3, 28.6, 32.5, 24.7, 9.3]"
2019,2019 푸에르자부르타 웨이라 인 서울［2019 FUERZA BRUTA WAYRA in SEOUL］,잠실종합운동장 FB씨어터,2019.04.23 ~2019.08.11,70분,만 7세이상,"[21.8, 78.2]","[2.2, 50.1, 36.7, 7.8, 2.6]"
2019,뮤지컬 킹아더（Musical King Arthur）,충무아트센터 대극장,2019.03.14 ~2019.06.02,160분(인터미션 20분 포함),8세이상 관람가능,"[9.0, 91.0]","[4.2, 34.0, 34.0, 20.0, 6.4]"
2019,뮤지컬 〈귀환〉,올림픽공원 우리금융아트홀,2019.10.22 ~2019.12.01,155분(인터미션 20분 포함),8세이상 관람가능,"[2.0, 98.0]","[9.1, 55.2, 27.0, 6.7, 1.6]"
2019,겨울왕국 : 디즈니 온 아이스 (Disney On Ice presents Frozen),목동 아이스링크,2019.07.31 ~2019.08.11,120분(인터미션 20분 포함),전체관람가,"[26.1, 73.9]","[0.5, 6.0, 57.2, 32.3, 2.9]"
2019,뮤지컬 〈경종수정실록〉,대학로 TOM(티오엠) 1관,2019.10.27 ~2020.01.12,110분,만 13세이상,"[2.6, 97.4]","[5.7, 43.0, 38.8, 9.7, 1.9]"
2019,뮤지컬 시라노,광림아트센터 BBCH홀,2019.08.10 ~2019.10.13,170분(인터미션 20분 포함),8세이상 관람가능,"[17.2, 82.8]","[6.3, 38.9, 35.3, 15.1, 3.6]"
2019,뮤지컬 〈마틸다〉,LG아트센터,2018.09.08 ~2019.02.10,160분(인터미션 15분 포함),8세이상 관람가능,"[18.5, 81.5]","[4.2, 29.0, 30.0, 31.8, 4.2]"
2019,ALL NEW! 뮤지컬 〈그리스〉,디큐브아트센터,2019.11.26 ~2020.02.02,160분(인터미션 20분 포함),중학생이상 관람가,"[25.7, 74.3]","[3.1, 33.1, 31.6, 22.0, 9.1]"
2019,뮤지컬 〈맘마미아!〉 - 대구,계명아트센터,2019.12.06 ~2019.12.29,160분(인터미션 20분 포함),8세이상 관람가능,"[29.2, 70.8]","[2.3, 28.6, 30.1, 28.2, 9.6]"
2019,뮤지컬 〈빨래〉,동양예술극장 1관 (4층),2019.01.15 ~2019.09.01,160분(인터미션 15분 포함),14세 이상 관람가,"[27.5, 72.5]","[5.0, 38.3, 29.7, 19.0, 7.2]"
2019,뮤지컬 〈빅 피쉬〉 한국 초연,예술의전당 CJ 토월극장,2019.12.04 ~2020.02.09,160분(인터미션 20분 포함),8세이상 관람가능,"[24.9, 75.1]","[4.3, 31.5, 33.4, 21.6, 8.0]"
2019,뮤지컬 플래시댄스-영국 웨스트엔드 오리지널 내한,세종문화회관 대극장,2019.01.18 ~2019.02.17,150분(인터미션 20분 포함),중학생이상 관람가,"[34.9, 65.1]","[0.8, 15.4, 24.5, 30.4, 23.0]"
2019,뮤지컬 〈해적〉,드림아트센터 2관,2019.03.10 ~2019.05.19,110분,만 13세이상,"[2.9, 97.1]","[5.2, 54.3, 32.9, 5.2, 1.6]"
2019,뮤지컬 〈시티오브엔젤〉,충무아트센터 대극장,2019.08.07 ~2019.10.20,155분(인터미션 15분 포함),중학생이상 관람가,"[26.8, 73.2]","[1.5, 28.2, 40.7, 21.6, 6.8]"
2019,뮤지컬 〈랭보〉,예스24 스테이지 1관 (구 대명문화공장 1관),2019.09.07 ~2019.12.01,120분,만 13세이상,"[3.0, 97.0]","[6.8, 42.8, 36.2, 11.1, 2.0]"
2019,뮤지컬 〈웃는 남자〉,예술의전당 오페라극장,2020.01.09 ~2020.03.01,,8세이상 관람가능,"[15.0, 85.0]","[12.5, 48.8, 20.3, 12.8, 4.5]"
2019,뮤지컬 〈미아 파밀리아〉,드림아트센터 2관,2019.05.28 ~2019.08.11,100분,중학생이상 관람가,"[3.2, 96.8]","[3.6, 40.3, 39.6, 12.2, 2.8]"
2019,뮤지컬 〈호프：읽히지 않은 책과 읽히지 않은 인생〉,두산아트센터 연강홀,2019.03.28 ~2019.05.26,110분,중학생이상 관람가,"[6.5, 93.5]","[5.5, 40.5, 33.2, 14.6, 4.8]"
2019,뮤지컬 〈록키호러쇼〉,홍익대 대학로 아트센터 대극장,2019.05.17 ~2019.07.28,130분(인터미션 15분 포함),만 18세이상,"[10.1, 89.9]","[8.1, 52.7, 28.6, 7.9, 2.2]"
2019,뮤지컬 〈니진스키〉,대학로 아트원씨어터 1관,2019.05.28 ~2019.08.18,105분,중학생이상 관람가,"[2.6, 97.4]","[5.4, 42.3, 38.3, 11.0, 2.2]"
2019,"뮤지컬 〈스웨그에이지 : 외쳐, 조선!〉",두산아트센터 연강홀,2019.06.18 ~2019.08.25,150분(인터미션 15분 포함),만 7세이상,"[8.0, 92.0]","[2.5, 30.6, 41.6, 20.2, 3.9]"
2019,뮤지컬 〈빨래〉,동양예술극장 1관 (4층),2020.06.03 ~2021.01.24,160분(인터미션 15분 포함),14세 이상 관람가,"[29.5, 70.5]","[9.1, 50.2, 25.9, 10.5, 4.2]"
