year,title,place,duration,playtime,playage,gender_ratio,age_ratio
2020,뮤지컬 〈웃는 남자〉,예술의전당 오페라극장,2020.01.09 ~2020.03.01,,8세이상 관람가능,"[15.0, 85.0]","[12.5, 48.8, 20.3, 12.8, 4.5]"
2020,뮤지컬 썸씽로튼 (Musical Something Rotten!),충무아트센터 대극장,2020.08.07 ~2020.10.18,160분(인터미션 20분 포함),8세이상 관람가능,"[8.9, 91.1]","[7.6, 44.3, 29.1, 14.6, 3.7]"
2020,뮤지컬 〈미오 프라텔로〉,드림아트센터 1관,2020.09.29 ~2021.01.31,100분,만 13세이상,"[3.3, 96.7]","[4.4, 48.2, 36.5, 7.5, 2.1]"
2020,뮤지컬 〈여신님이 보고 계셔〉,대학로 유니플렉스 1관,2019.11.16 ~2020.03.01,120분,만 10세이상,"[6.0, 94.0]","[8.1, 48.7, 31.3, 9.3, 2.0]"
2020,뮤지컬 〈알렉산더〉,드림아트센터 2관,2020.04.05 ~2020.06.28,100분,만 12세이상,"[3.2, 96.8]","[3.5, 50.3, 33.3, 9.1, 2.6]"
2020,뮤지컬 〈브라더스 까라마조프〉,대학로 자유극장,2020.02.07 ~2020.05.03,100분,만 13세이상,"[2.3, 97.7]","[5.9, 51.5, 32.5, 7.3, 1.9]"
2020,뮤지컬 〈고스트〉,디큐브아트센터,2020.10.06 ~2021.03.14,165분(인터미션 20분 포함),8세이상 관람가능,"[24.7, 75.3]","[4.6, 36.9, 31.4, 19.7, 6.4]"
2020,뮤지컬 〈어쩌면 해피엔딩〉 2020,예스24스테이지 1관,2020.06.30 ~2020.09.13,110분,만 13세이상,"[11.0, 89.0]","[8.0, 47.6, 29.8, 11.0, 2.7]"
2020,뮤지컬 〈베르테르〉,광림아트센터 BBCH홀,2020.08.28 ~2020.11.01,155분(인터미션 20분 포함),8세이상 관람가능,"[10.2, 89.8]","[9.4, 40.7, 29.6, 16.1, 3.5]"
2020,뮤지컬 〈빨래〉,동양예술극장 1관 (4층),2020.06.03 ~2021.01.24,160분(인터미션 15분 포함),14세 이상 관람가,"[29.5, 70.5]","[9.1, 50.2, 25.9, 10.5, 4.2]"
2020,뮤지컬 〈차미〉,충무아트센터 중극장 블랙,2020.04.14 ~2020.07.05,110분,미취학아동입장불가,"[7.6, 92.4]","[5.9, 46.7, 34.0, 9.7, 2.7]"
2020,뮤지컬 〈루드윅：베토벤 더 피아노〉,대학로 TOM(티오엠) 1관,2020.06.30 ~2020.09.27,110분,만 10세이상,"[5.8, 94.2]","[4.9, 44.5, 34.2, 12.5, 3.2]"
2020,뮤지컬 〈전설의 리틀 농구단〉,동덕여대 공연예술센터 코튼홀,2020.07.04 ~2020.08.30,100분,만 7세이상,"[2.7, 97.3]","[7.9, 53.6, 30.6, 6.0, 1.2]"
2020,뮤지컬 〈마리 퀴리〉,홍익대 대학로 아트센터 대극장,2020.07.30 ~2020.09.27,150분(인터미션 15분 포함),중학생이상 관람가,"[14.8, 85.2]","[6.7, 48.9, 29.2, 11.3, 3.4]"
2020,뮤지컬 〈시데레우스〉,대학로 아트원씨어터 1관,2020.08.12 ~2020.10.25,100분,8세이상 관람가능,"[3.9, 96.1]","[9.1, 49.6, 31.3, 8.2, 1.6]"
2020,뮤지컬 〈제이미〉,LG아트센터,2020.07.04 ~2020.09.12,165분(인터미션 20분 포함),중학생이상 관람가,"[7.8, 92.2]","[6.9, 44.3, 31.4, 13.4, 3.3]"
2020,뮤지컬 〈풍월주〉,대학로 아트원씨어터 1관,2020.05.27 ~2020.08.02,110분,14세 이상 관람가,"[3.8, 96.2]","[5.1, 40.4, 41.6, 10.2, 1.9]"
2020,뮤지컬 〈리지(LIZZIE)〉,드림아트센터 1관 에스비타운,2020.04.02 ~2020.06.21,120분(인터미션 15분 포함),만 16세이상,"[5.8, 94.2]","[4.6, 55.3, 30.6, 7.0, 1.8]"
2020,뮤지컬 〈오페라의 유령〉 월드투어 - 부산(The Phantom of the Opera),부산 드림씨어터,2019.12.13 ~2020.02.09,150분(인터미션 20분 포함),미취학아동입장불가,"[28.4, 71.6]","[3.1, 28.1, 30.3, 26.8, 10.2]"
2020,뮤지컬 〈그날들〉,충무아트센터 대극장,2020.11.13 ~2021.03.07,165분(인터미션 20분 포함),8세이상 관람가능,"[9.7, 90.3]","[8.1, 52.7, 23.7, 11.2, 3.6]"
2020,뮤지컬 〈배니싱〉,대학로 아트원씨어터 1관,2020.11.01 ~2021.02.21,110분,만 13세이상,"[3.4, 96.6]","[5.7, 46.2, 34.8, 8.7, 2.7]"
2020,뮤지컬 〈아킬레스〉,드림아트센터 2관,2020.10.04 ~2021.01.24,110분,만 15세이상,"[3.5, 96.5]","[3.7, 44.5, 34.5, 11.0, 4.5]"
2020,뮤지컬 〈머더 발라드〉,세종문화회관 S씨어터,2020.08.11 ~2020.11.15,90분,만 16세이상,"[5.4, 94.6]","[5.5, 45.2, 33.7, 11.9, 2.6]"
2020,뮤지컬 〈미스트〉,대학로 TOM(티오엠) 1관,2020.01.18 ~2020.03.29,100분,만 13세이상,"[3.2, 96.8]","[3.5, 43.9, 39.2, 10.6, 1.9]"
2020,뮤지컬 〈개와 고양이의 시간〉,드림아트센터 1관,2020.07.07 ~2020.09.20,110분,만 13세이상,"[4.0, 96.0]","[4.4, 41.0, 36.1, 13.0, 4.3]"
2020,뮤지컬 〈마리 퀴리〉,충무아트센터 중극장 블랙,2020.02.07 ~2020.03.29,150분(인터미션 15분 포함),중학생이상 관람가,"[6.2, 93.8]","[8.3, 56.5, 26.1, 7.5, 1.3]"
2020,뮤지컬 〈보디가드〉,LG아트센터,2019.11.28 ~2020.02.23,140분(인터미션 20분 포함),8세이상 관람가능,"[35.1, 64.9]","[1.0, 24.7, 39.8, 24.1, 8.4]"
2020,뮤지컬 〈미아 파밀리아〉,예스24스테이지 2관,2020.06.09 ~2020.08.30,110분,중학생이상 관람가,"[3.5, 96.5]","[4.3, 45.3, 36.7, 9.1, 2.5]"
2020,미스터쇼(Mr.SHOW),신한pLay 스퀘어 라이브홀,2019.09.20 ~2020.02.16,75분,만 19세이상,"[1.5, 98.5]","[1.3, 49.5, 31.7, 13.9, 3.4]"
2020,뮤지컬 〈블랙메리포핀스〉,대학로 TOM(티오엠) 1관,2020.10.27 ~2021.01.24,100분,만 15세이상,"[5.2, 94.8]","[7.5, 49.1, 31.6, 8.3, 2.1]"
2020,뮤지컬 〈오페라의 유령〉 월드투어－대구(The Phantom of the Opera),계명아트센터,2020.08.18 ~2020.09.06,150분(인터미션 20분 포함),8세이상 관람가능,"[27.3, 72.7]","[5.4, 34.4, 25.1, 24.2, 9.6]"
2020,뮤지컬 〈팬레터〉,두산아트센터 연강홀,2019.11.07 ~2020.02.02,145분(인터미션 15분 포함),중학생이상 관람가,"[4.9, 95.1]","[9.1, 46.8, 32.3, 8.9, 2.0]"
2020,뮤지컬 〈블러디 사일런스 : 류진 더 뱀파이어 헌터〉,대학로 TOM(티오엠) 2관,2020.08.15 ~2020.11.01,90분,만 10세이상,"[3.0, 97.0]","[5.5, 49.5, 35.5, 6.6, 1.9]"
2020,뮤지컬 〈난설〉,콘텐츠 그라운드,2020.06.30 ~2020.09.06,100분,만 13세이상,"[4.9, 95.1]","[5.4, 49.6, 31.8, 10.6, 1.6]"
2020,뮤지컬 〈빅 피쉬〉 한국 초연,예술의전당 CJ 토월극장,2019.12.04 ~2020.02.09,160분(인터미션 20분 포함),8세이상 관람가능,"[24.9, 75.1]","[4.3, 31.5, 33.4, 21.6, 8.0]"
2020,뮤지컬 〈스위니토드〉,샤롯데씨어터,2019.10.02 ~2020.01.27,165분(인터미션 20분 포함),중학생이상 관람가,"[18.8, 81.2]","[6.6, 38.1, 34.3, 15.9, 4.5]"
